acceptedTaxonID,taxonRank,scientificName,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,organism_aggr,tolerance,FFG,FFG2
MOSSP1,genus,Moselia sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Moselia,NA,Moselia,0,sh,NA
MOSINF,species,Moselia infuscata,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Moselia,NA,Moselia,0,sh,NA
PARSP17,genus,Paraleuctra sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Paraleuctra,NA,Paraleuctra,0,sh,NA
LEUSP8,genus,Leuctra sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,NA,NA,Leuctra,NA,Leuctra,0,sh,cg
LEUSP2,family,Leuctridae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,NA,NA,NA,NA,Leuctridae,0,sh,NA
PLESP,order,Plecoptera sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,NA,NA,NA,NA,NA,Plecoptera,2,NA,NA
AMPSP13,genus,Amphinemura sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Amphinemurinae,NA,Amphinemura,NA,Amphinemura,3,sh,NA
MALSP4,genus,Malenka sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Amphinemurinae,NA,Malenka,NA,Malenka,2,sh,NA
NEMSP5,family,Nemouridae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,NA,NA,Nemouridae,2,sh,NA
NEMSP7,genus,Nemoura sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,Nemoura,NA,Nemoura,1,sh,NA
NEMSP7,genus,Nemoura sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Nemoura,NA,Nemoura,1,sh,NA
PODSP7,genus,Podmosta sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Podmosta,NA,Podmosta,2,sh,NA
PROSP26,genus,Prostoia sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Prostoia,NA,Prostoia,2,sh,NA
PROBES,species,Prostoia besametsa,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Prostoia,NA,Prostoia,2,sh,NA
SOYSP,genus,Soyedina sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Soyedina,NA,Soyedina,2,cg,NA
VISCAT,species,Visoka cataractae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Visoka,NA,Visoka,0,sh,NA
ZAPSP,genus,Zapada sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,Zapada,2,sh,NA
ZAPCIN,species,Zapada cinctipes,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,Zapada,2,sh,NA
ZAPCOL,species,Zapada columbiana,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,Zapada,2,sh,NA
ZAPFRI,species,Zapada frigida,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,Zapada,2,sh,NA
ZAPORE,speciesGroup,Zapada oregonensis gr.,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,Zapada,2,sh,NA
PELSP1,family,Peltoperlidae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,NA,NA,NA,NA,Peltoperlidae,0,sh,NA
PELSP4,genus,Peltoperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Peltoperla,NA,Peltoperla,1,sh,NA
SOLSP6,genus,Soliperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Soliperla,NA,Soliperla,1,sh,NA
TALSP1,genus,Tallaperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Tallaperla,NA,Tallaperla,0,sh,NA
YORSP,genus,Yoraperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Yoraperla,NA,Yoraperla,1,sh,NA
ACRABN,species,Acroneuria abnormis,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Acroneuria,abnormis,Acroneuria,0,prd,NA
ACRSP4,genus,Acroneuria sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Acroneuria,NA,Acroneuria,0,prd,NA
CALCAL,species,Calineuria californica,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Calineuria,NA,Calineuria,2,prd,NA
DORSP2,genus,Doroneuria sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Doroneuria,NA,Doroneuria,1,prd,NA
ECCXAN,species,Eccoptura xanthenes,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Eccoptura,NA,Eccoptura,3,prd,NA
HESSP5,genus,Hesperoperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,NA,Hesperoperla,2,prd,NA
HESPAC,species,Hesperoperla pacifica,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,NA,Hesperoperla,2,prd,NA
PERSP6,genus,Perlesta sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Perlesta,NA,Perlesta,4,prd,NA
PERSP7,genus,Perlinella sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Perlinella,NA,Perlinella,2,prd,NA
ACRABN,species,Acroneuria abnormis,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Acroneuria,abnormis,Acroneuria,0,prd,NA
ACRCAR,species,Acroneuria carolinensis,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Acroneuria,carolinenis,Acroneuria,0,prd,NA
ACREVO,species,Acroneuria evoluta,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Acroneuria,evoluta,Acroneuria,0,prd,NA
ACRLYC,species,Acroneuria lycorias,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Acroneuria,lycorias,Acroneuria,0,prd,NA
ACRSP4,genus,Acroneuria sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Acroneuria,NA,Acroneuria,0,prd,NA
AGNSP,genus,Agnetina sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Agnetina,NA,Agnetina,2,prd,NA
ATTSP1,genus,Attaneuria sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Attaneuria,NA,Attaneuria,3,prd,NA
BELSP1,genus,Beloneuria sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Beloneuria,NA,Beloneuria,3,prd,NA
CLASP4,genus,Claassenia sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Claassenia,NA,Claassenia,3,prd,NA
HANSP,genus,Hansonoperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Hansonoperla,NA,Hansonoperla,0,prd,NA
PERSP1,family,Perlidae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,NA,NA,Perlidae,3,prd,NA
NEOSP11,genus,Neoperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Neoperla,NA,Neoperla,3,prd,NA
PARIMM,species,Paragnetina immarginata,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Paragnetina,immarginata,Paragnetina,1,prd,NA
PARSP37,genus,Paragnetina sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Paragnetina,NA,Paragnetina,1,prd,NA
PERSP6,genus,Perlesta sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Perlesta,NA,Perlesta,4,prd,NA
PERSP1,family,Perlidae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,unknown_perlid,NA,Perlidae,3,prd,NA
AGNSP,genus,Agnetina sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,Agnetina,2,prd,NA
AGNCAP,species,Agnetina capitata,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,Agnetina,2,prd,NA
AGNFLA,species,Agnetina flavescens,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,Agnetina,2,prd,NA
PARSP37,genus,Paragnetina sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Paragnetina,NA,Paragnetina,1,prd,NA
PARMED,species,Paragnetina media,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Paragnetina,media,Paragnetina,1,prd,NA
CLICLI,species,Clioperla clio,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Isoperlinae,NA,Clioperla,NA,Clioperla,1,prd,NA
ISOSP9,genus,Isoperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Isoperlinae,NA,Isoperla,NA,Isoperla,2,prd,cg
CULSP1,genus,Cultus sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Cultus,NA,Cultus,2,prd,NA
DIPSP11,genus,Diploperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Diploperla,NA,Diploperla,2,prd,NA
ISOSP9,genus,Isoperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Isoperla,NA,Isoperla,2,prd,cg
PERSP2,family,Perlodidae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,NA,NA,Perlodidae,2,prd,NA
MEGSP7,genus,Megarcys sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Arcynopterygini,Megarcys,NA,Megarcys,2,prd,NA
SKWSP,genus,Skwala sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Arcynopterygini,Skwala,NA,Skwala,2,prd,NA
CULSP1,genus,Cultus sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Cultus,NA,Cultus,2,prd,NA
KOGSP,genus,Kogotus sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Kogotus,NA,Kogotus,2,prd,NA
REMSP,genus,Remenus sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Remenus,NA,Remenus,2,prd,NA
YUGSP,genus,Yugus sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Perlodini,Yugus,NA,Yugus,0,prd,NA
PTESP4,family,Pteronarcyidae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,NA,NA,Pteronarcyidae,0,sh,NA
PTESP8,genus,Pteronarcys sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,Pteronarcys,NA,Pteronarcys,0,sh,NA
PTESP8,genus,Pteronarcys sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,NA,Pteronarcys,0,sh,NA
PTEPRI,species,Pteronarcys princeps,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,NA,Pteronarcys,0,sh,NA
TAESP2,genus,Taenionema sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,Brachypteryinae,NA,Taenionema,NA,Taenionema,2,sh,NA
TAESP,family,Taeniopterygidae sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,NA,NA,Taeniopterygidae,2,sh,NA
OEMSP,genus,Oemopteryx sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,Oemopteryx,NA,Oemopteryx,2,sh,NA
STRSP5,genus,Strophopteryx sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,Strophopteryx,NA,Strophopteryx,3,sh,NA
TAESP3,genus,Taeniopteryx sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,Taeniopteryx,NA,Taeniopteryx,2,sh,cg
TAESP3,genus,Taeniopteryx sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,Taeniopteryginae,NA,Taeniopteryx,NA,Taeniopteryx,2,sh,cg
APASP2,genus,Apatania sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,Apataniinae,Apataniini,Apatania,NA,Apatania,3,scr,cg
APASP2,genus,Apatania sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,NA,NA,Apatania,NA,Apatania,3,scr,cg
AMIASP,species,Amiocentrus aspilus,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Amiocentrus,NA,Amiocentrus,3,cg,NA
BRASP14,genus,Brachycentrus sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,Brachycentrus,1,cf,NA
BRAAME,species,Brachycentrus americanus,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,Brachycentrus,1,cf,NA
BRANIG,species,Brachycentrus nigrosoma,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,Brachycentrus,1,cf,NA
BRAOCC,species,Brachycentrus occidentalis,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,Brachycentrus,1,cf,NA
MICSP3,genus,Micrasema sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Micrasema,NA,Micrasema,2,sh,NA
BRASP5,family,Brachycentridae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,NA,NA,Brachycentridae,2,sh,NA
ANISP6,genus,Anisocentropus sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Anisocentropodinae,NA,Anisocentropus,NA,Anisocentropus,1,sh,NA
ANIPYR,species,Anisocentropus pyraloides,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Anisocentropodinae,NA,Anisocentropus,NA,Anisocentropus,1,sh,NA
HETCAL,species,Heteroplectron californicum,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Calamoceratinae,NA,Heteroplectron,NA,Heteroplectron,1,sh,NA
HETAME1,species,Heteroplectron americanum,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Calamoceratinae,NA,Heteroplectron,NA,Heteroplectron,3,sh,NA
PHYPUL,species,Phylloicus pulchrus,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Calamoceratinae,NA,Phylloicus,NA,Phylloicus,1,sh,NA
PHYSP8,genus,Phylocentropus sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Dipseudopsidae,Hyalopsychinae,NA,Phylocentropus,NA,Phylocentropus,5,cf,NA
AGASP4,genus,Agapetus sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Agapetinae,NA,Agapetus,NA,Agapetus,0,scr,cg
ANASP2,genus,Anagapetus sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Anagapetini,Anagapetus,NA,Anagapetus,0,scr,NA
GLOSP3,genus,Glossosoma sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,NA,Glossosoma,0,scr,NA
AGASP4,genus,Agapetus sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,Agapetus,NA,Agapetus,0,scr,cg
GLOSP3,genus,Glossosoma sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,Glossosoma,NA,Glossosoma,0,scr,NA
GLOSP1,family,Glossosomatidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,NA,NA,Glossosomatidae,0,scr,NA
GLOSP1,family,Glossosomatidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,unknown_glossosomatid,NA,Glossosomatidae,0,scr,NA
CARSP14,genus,Cariboptila sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Protoptilinae,NA,Cariboptila,NA,Cariboptila,1,scr,NA
GOESP1,genus,Goera sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Goeridae,Goerinae,NA,Goera,NA,Goera,0,scr,NA
GOESP1,genus,Goera sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Goeridae,NA,NA,Goera,NA,Goera,0,scr,NA
HELSP7,genus,Helicopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Helicopsychidae,NA,NA,Helicopsyche,NA,Helicopsyche,3,scr,NA
HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Helicopsychidae,NA,NA,Helicopsyche,NA,Hydropsyche,3,scr,NA
ATOTRI,species,Atopsyche trifida,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydrobiosidae,Hydrobiosinae,Hydrobiosini,Atopsyche,NA,Atopsyche,NA,prd,NA
ARCSP14,genus,Arctopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Arctopsyche,NA,Arctopsyche,1,prd,NA
ARCGRA,species,Arctopsyche grandis,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Arctopsyche,NA,Arctopsyche,1,prd,NA
ARCSP12,subfamily,Arctopsychinae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,NA,NA,Arctopsychinae,1,prd,NA
PARSP18,genus,Parapsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Parapsyche,NA,Parapsyche,0,prd,NA
PARELS,species,Parapsyche elsis,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Parapsyche,NA,Parapsyche,1,prd,NA
DIPMOD,species,Diplectrona modesta,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Diplectroninae,NA,Diplectrona,NA,Diplectrona,0,cf,NA
DIPSP8,genus,Diplectrona sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Diplectroninae,NA,Diplectrona,NA,Diplectrona,2,cf,NA
DIPSP7,subfamily,Diplectroninae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Diplectroninae,NA,NA,NA,Diplectroninae,1,NA,NA
CERSLO,species,Ceratopsyche slossonae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,slossonae,Hydropsyche,4,cf,NA
CERVEN1,species,Ceratopsyche ventura,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,ventura,Hydropsyche,5,cf,NA
CERBRO,species,Ceratopsyche bronta,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,bronta,Hydropsyche,6,cf,om
CERMOR,species,Ceratopsyche morosa,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,morosa,Hydropsyche,6,cf,om
CERSPA1,species,Ceratopsyche sparna,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,sparna,Hydropsyche,6,cf,om
CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,Cheumatopsyche,5,cf,NA
HYDSCA,species,Hydropsyche scalaris,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,Hydropsyche,2,cf,NA
HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,Hydropsyche,6,cf,om
CERBRO,species,Ceratopsyche bronta,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,bronta,Hydropsyche,6,cf,om
CERMOR,species,Ceratopsyche morosa,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,Hydropsyche,6,cf,om
CERSP11,species,Ceratopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa_bronta,Hydropsyche,6,cf,om
CERSP11,species,Ceratopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,Hydropsyche,6,cf,om
CERSPA1,species,Ceratopsyche sparna,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,sparna,Hydropsyche,6,cf,om
HYDBET,species,Hydropsyche betteni,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,betteni,Hydropsyche,7,cf,om
HYDSP4,family,Hydropsychidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,NA,NA,Hydropsychidae,5,cf,NA
SMISP4,genus,Smicridea sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Smicrideinae,NA,Smicridea,NA,Smicridea,4,cf,NA
SMIPRO,species,Smicridea protera,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Smicrideinae,NA,Smicridea,NA,Smicridea,4,cf,NA
SMISMI,subgenus,Smicridea (Smicridea) sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Smicrideinae,NA,Smicridea,NA,Smicridea (Smicridea),4,cf,NA
AGRSP1,genus,Agraylea sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Agraylea,NA,Agraylea,8,cg,ph
HYDSP24,genus,Hydroptila sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Hydroptila,NA,Hydroptila,6,scr,ph
OXYSP,genus,Oxyethira sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Oxyethira,NA,Oxyethira,3,cg,NA
ALISP,genus,Alisotrichia sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Leucotrichiini,Alisotrichia,NA,Alisotrichia,6,scr,NA
LEUTUB,species,Leucotrichia tubifex,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Leucotrichiini,Leucotrichia,NA,Leucotrichia,6,scr,cg
MAYSP,genus,Mayatrichia sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Neotrichiini,Mayatrichia,NA,Mayatrichia,6,scr,NA
NEOIRI,species,Neotrichia iridescens,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Neotrichiini,Neotrichia,NA,Neotrichia,2,scr,NA
METSP8,genus,Metrichia sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Metrichia,NA,Metrichia,2,scr,NA
OCHSP1,genus,Ochrotrichia sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Ochrotrichia,NA,Ochrotrichia,4,cg,ph
ORTSP2,genus,Orthotrichia sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Orthotrichiini,Orthotrichia,NA,Orthotrichia,6,scr,ph
STASP4,genus,Stactobiella sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,NA,Stactobiella,2,sh,NA
STASP4,genus,Stactobiella sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,NA,Stactobiella,4,sh,NA
METSP8,genus,Metrichia sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Metrichia,NA,Metrichia,2,scr,NA
HYDSP5,family,Hydroptilidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,NA,NA,Hydroptilidae,2,scr,NA
NEOIRI,species,Neotrichia iridescens,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Neotrichia,NA,Neotrichia,2,scr,NA
STASP4,genus,Stactobiella sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Stactobiella,NA,Stactobiella,2,sh,NA
HYDSP5,family,Hydroptilidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,unknown_hydroptilid,NA,Hydroptilidae,2,scr,NA
PALSP8,genus,Palaeagapetus sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Ptilocolepinae,NA,Palaeagapetus,NA,Palaeagapetus,4,sh,ph
PALNEA,species,Palaeagapetus nearcticus,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Ptilocolepinae,NA,Palaeagapetus,NA,Palaeagapetus,4,sh,ph
LEPSP20,genus,Lepidostoma sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostomatinae,NA,Lepidostoma,NA,Lepidostoma,1,sh,NA
LEPSP6,family,Lepidostomatidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,NA,NA,unknown_lepidostomatid,NA,Lepidostomatidae,1,sh,NA
CERSP12,genus,Ceraclea sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Athripsodini,Ceraclea,NA,Ceraclea,3,cg,om
MYSSEP,species,Mystacides sepulchralis,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Mystacidini,Mystacides,sepulchralis,Mystacides,4,cg,sh
MYSSP2,genus,Mystacides sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Mystacidini,Mystacides,NA,Mystacides,4,cg,sh
