siteID,date,year,startTime.UTC,season,sampleTime,location,pH,DO,turb,wTemp
MILL,2020-06-07,2020,14:40:00,Summer,Summer 2020,Upstream,7.57,9.994377382,3.7,17.9
MILL,2020-06-07,2020,14:40:00,Summer,Summer 2020,Upstream,7.56,10.01240963,3.3,17.9
MILL,2020-06-07,2020,15:30:00,Summer,Summer 2020,Upstream,7.65,10.13739639,5.3,18.1
MILL,2020-06-07,2020,15:30:00,Summer,Summer 2020,Upstream,7.65,10.11990613,6.1,18.2
MILL,2020-06-07,2020,14:00:00,Summer,Summer 2020,Upstream,7.46,9.700266045,5.6,17.7
MILL,2020-06-07,2020,14:00:00,Summer,Summer 2020,Upstream,7.48,9.749921668,5.2,17.7
MILL,2020-06-07,2020,15:46:00,Summer,Summer 2020,Upstream,7.66,10.11206785,7.8,18
MILL,2020-06-07,2020,15:46:00,Summer,Summer 2020,Upstream,7.7,10.15392875,3.6,18.2
MILL,2020-06-08,2020,15:00:00,Summer,Summer 2020,Upstream,7.57,10.42616783,2.8,16.3
MILL,2020-06-08,2020,15:00:00,Summer,Summer 2020,Upstream,7.57,10.4233519,3.1,16.4
MILL,2020-06-08,2020,14:36:00,Summer,Summer 2020,Upstream,7.57,10.48586105,1.8,16.2
MILL,2020-06-08,2020,14:36:00,Summer,Summer 2020,Upstream,7.59,10.49889595,5.6,16.2
MILL,2020-06-08,2020,15:27:00,Summer,Summer 2020,Upstream,7.68,10.51495892,5.7,17.1
MILL,2020-06-08,2020,15:27:00,Summer,Summer 2020,Upstream,7.68,10.51882286,6.5,17.1
MILL,2020-06-08,2020,14:15:00,Summer,Summer 2020,Upstream,7.5,10.24794462,4.2,15.9
MILL,2020-06-08,2020,14:15:00,Summer,Summer 2020,Upstream,7.52,10.32161189,2.1,15.9
MILL,2020-06-08,2020,15:54:00,Summer,Summer 2020,Upstream,7.7,10.54802324,2.4,17.2
MILL,2020-06-08,2020,15:54:00,Summer,Summer 2020,Upstream,7.7,10.53539051,4.4,17.4
MILL,2020-06-09,2020,14:30:00,Summer,Summer 2020,Downstream,7.37,9.776858877,3,18.6
MILL,2020-06-09,2020,16:00:00,Summer,Summer 2020,Downstream,7.4,9.719096857,6.1,19.1
MILL,2020-06-09,2020,15:00:00,Summer,Summer 2020,Downstream,7.37,9.747934496,1.9,18.7
MILL,2020-06-09,2020,15:30:00,Summer,Summer 2020,Downstream,7.41,9.757799382,5.1,18.9
MILL,2020-06-09,2020,14:00:00,Summer,Summer 2020,Downstream,7.39,10.0146728,8.2,18.9
MILL,2020-09-18,2020,15:55:00,Fall,Fall 2020,Downstream,7.41,10.41299811,15.3,16
MILL,2020-09-18,2020,15:55:00,Fall,Fall 2020,Downstream,7.41,10.34910898,10.2,16.1
MILL,2020-09-18,2020,16:15:00,Fall,Fall 2020,Downstream,7.42,10.42113605,13.2,16
MILL,2020-09-18,2020,16:15:00,Fall,Fall 2020,Downstream,7.42,10.41408632,11.7,16.1
MILL,2020-09-18,2020,16:30:00,Fall,Fall 2020,Downstream,7.39,10.56673577,18.4,16
MILL,2020-09-18,2020,16:30:00,Fall,Fall 2020,Downstream,7.4,10.53053298,14.3,16.2
MILL,2020-09-18,2020,16:50:00,Fall,Fall 2020,Downstream,7.46,10.65859512,11.6,15.8
MILL,2020-09-18,2020,16:50:00,Fall,Fall 2020,Downstream,7.47,10.56657017,13.2,16.1
MILL,2020-09-18,2020,15:30:00,Fall,Fall 2020,Downstream,7.47,10.36607879,12.3,16.4
MILL,2020-09-18,2020,15:30:00,Fall,Fall 2020,Downstream,7.42,10.31192838,15.2,16.9
MILL,2020-09-19,2020,14:45:00,Fall,Fall 2020,Upstream,7.62,11.41,13.8,11.7
MILL,2020-09-19,2020,14:45:00,Fall,Fall 2020,Upstream,7.61,11.37,9.7,11.7
MILL,2020-09-19,2020,14:30:00,Fall,Fall 2020,Upstream,7.64,10.5,7.6,11.6
MILL,2020-09-19,2020,14:30:00,Fall,Fall 2020,Upstream,7.66,11.51,9.5,11.8
MILL,2020-09-19,2020,15:20:00,Fall,Fall 2020,Upstream,7.73,11.67767486,12.8,12.5
MILL,2020-09-19,2020,15:20:00,Fall,Fall 2020,Upstream,7.74,11.70918572,8.9,12.6
MILL,2020-09-19,2020,14:20:00,Fall,Fall 2020,Upstream,7.47,10.69,15.4,11.5
MILL,2020-09-19,2020,14:20:00,Fall,Fall 2020,Upstream,7.48,10.94,12.6,11.5
MILL,2020-09-19,2020,15:11:00,Fall,Fall 2020,Upstream,7.75,11.77,10.6,12.4
MILL,2020-09-19,2020,15:11:00,Fall,Fall 2020,Upstream,7.77,11.76,11.6,12.6
MILL,2020-09-20,2020,14:51:00,Fall,Fall 2020,Downstream,7.35,10.8533352,15.3,13.8
MILL,2020-09-20,2020,14:51:00,Fall,Fall 2020,Downstream,7.36,10.81670621,18,13.9
MILL,2020-09-20,2020,15:07:00,Fall,Fall 2020,Downstream,7.4,10.83340387,16.3,14.3
MILL,2020-09-20,2020,15:07:00,Fall,Fall 2020,Downstream,7.38,10.86057169,16.4,14.3
MILL,2020-09-20,2020,14:30:00,Fall,Fall 2020,Downstream,7.35,10.76753949,17.8,13.8
MILL,2020-09-20,2020,14:30:00,Fall,Fall 2020,Downstream,7.35,10.77786905,17.4,13.9
MILL,2020-09-20,2020,14:20:00,Fall,Fall 2020,Downstream,7.38,10.68824421,15.4,13.8
MILL,2020-09-20,2020,14:20:00,Fall,Fall 2020,Downstream,7.37,10.67444114,18,13.9
MILL,2020-09-20,2020,14:56:00,Fall,Fall 2020,Downstream,7.36,11.23652132,14.4,14.1
MILL,2020-09-20,2020,14:56:00,Fall,Fall 2020,Downstream,7.33,11.2098828,13.6,14.6
MILL,2020-09-25,2020,17:28:00,Fall,Fall 2020,Upstream,8.14,11.84829751,8.5,15.4
MILL,2020-09-25,2020,17:11:00,Fall,Fall 2020,Upstream,8.13,11.77910022,6.3,15.4
MILL,2020-09-25,2020,17:11:00,Fall,Fall 2020,Upstream,8.19,11.84616378,9.7,15.4
MILL,2020-09-25,2020,17:28:00,Fall,Fall 2020,Upstream,8.2,11.83269979,7.8,15.4
MILL,2020-09-25,2020,17:53:00,Fall,Fall 2020,Upstream,8.26,11.522598,10.8,15.9
MILL,2020-09-25,2020,17:53:00,Fall,Fall 2020,Upstream,8.23,11.27929512,8.4,15.8
MILL,2020-09-25,2020,16:45:00,Fall,Fall 2020,Upstream,7.72,11.78,8.2,15.8
MILL,2020-09-25,2020,16:45:00,Fall,Fall 2020,Upstream,7.91,11.3859319,11.2,15.2
MILL,2020-09-25,2020,18:08:00,Fall,Fall 2020,Upstream,8.29,11.56578531,9.1,15.9
MILL,2020-09-25,2020,18:08:00,Fall,Fall 2020,Upstream,8.3,11.53799723,6.6,15.8
MILL,2020-09-26,2020,14:55:00,Fall,Fall 2020,Downstream,7.32,10.14517948,9.8,16.8
MILL,2020-09-26,2020,14:55:00,Fall,Fall 2020,Downstream,7.35,10.16399452,18.3,16.8
MILL,2020-09-26,2020,15:41:00,Fall,Fall 2020,Downstream,7.42,10.46110816,13,16.9
MILL,2020-09-26,2020,15:41:00,Fall,Fall 2020,Downstream,7.39,10.46341864,15.2,16.9
MILL,2020-09-26,2020,14:35:00,Fall,Fall 2020,Downstream,7.31,10.16463325,14.5,16.8
MILL,2020-09-26,2020,14:35:00,Fall,Fall 2020,Downstream,7.31,10.19307661,11.5,16.8
MILL,2020-09-26,2020,14:20:00,Fall,Fall 2020,Downstream,7.35,9.934626075,20,17
MILL,2020-09-26,2020,14:20:00,Fall,Fall 2020,Downstream,7.35,9.95184034,29.2,17
MILL,2020-09-26,2020,15:20:00,Fall,Fall 2020,Downstream,7.3,9.660964215,27.8,16.9
MILL,2020-09-26,2020,15:20:00,Fall,Fall 2020,Downstream,7.37,10.27726328,27.7,16.9
MILL,2020-09-27,2020,16:00:00,Fall,Fall 2020,Upstream,7.8,10.95355599,13,17.1
MILL,2020-09-27,2020,15:35:00,Fall,Fall 2020,Upstream,7.74,10.82536767,23.8,17
MILL,2020-09-27,2020,15:35:00,Fall,Fall 2020,Upstream,7.81,10.96019528,9.2,16.9
MILL,2020-09-27,2020,16:00:00,Fall,Fall 2020,Upstream,7.78,10.96719808,19.8,16.9
MILL,2020-09-27,2020,16:45:00,Fall,Fall 2020,Upstream,8.03,10.85944135,9.7,17.6
MILL,2020-09-27,2020,16:45:00,Fall,Fall 2020,Upstream,8.03,11.02900541,9.4,17.4
MILL,2020-09-27,2020,15:15:00,Fall,Fall 2020,Upstream,7.48,10.42938439,10,17.2
MILL,2020-09-27,2020,15:15:00,Fall,Fall 2020,Upstream,7.55,10.52365673,53.3,17.2
MILL,2020-09-27,2020,16:25:00,Fall,Fall 2020,Upstream,8.01,11.04507626,6.4,17.3
MILL,2020-09-27,2020,16:25:00,Fall,Fall 2020,Upstream,8.02,11.13001994,8.9,17.2
