siteID,date,year,startTime.UTC,pH,DO,turb
HOPB,2020-06-08,2020,14:36:00,7.33,7.93,1.82
HOPB,2020-06-08,2020,15:27:00,7.34,7.64,1.67
HOPB,2020-06-08,2020,15:27:00,7.34,7.64,1.67
HOPB,2020-06-08,2020,14:15:00,7.33,8.04,1.83
HOPB,2020-06-08,2020,14:15:00,7.33,8.04,1.83
HOPB,2020-06-08,2020,15:54:00,7.35,7.42,1.63
HOPB,2020-06-08,2020,15:54:00,7.35,7.42,1.63
HOPB,2020-06-09,2020,14:30:00,7.34,7.38,1.65
HOPB,2020-06-09,2020,16:00:00,7.43,6.93,1.58
HOPB,2020-06-09,2020,15:00:00,7.39,7.32,1.64
HOPB,2020-06-09,2020,15:30:00,7.42,7.12,1.63
HOPB,2020-06-09,2020,14:00:00,7.32,7.46,1.7
HOPB,2020-09-18,2020,15:55:00,7.14,10.02,0.81
HOPB,2020-09-18,2020,15:55:00,7.14,10.02,0.81
HOPB,2020-09-18,2020,16:15:00,7.17,10.16,0.81
HOPB,2020-09-18,2020,16:15:00,7.17,10.16,0.81
HOPB,2020-09-18,2020,16:30:00,7.18,10.21,0.73
HOPB,2020-09-18,2020,16:30:00,7.18,10.21,0.73
HOPB,2020-09-18,2020,16:50:00,7.19,10.24,0.81
HOPB,2020-09-18,2020,16:50:00,7.19,10.24,0.81
HOPB,2020-09-18,2020,15:30:00,7.14,9.98,0.82
HOPB,2020-09-18,2020,15:30:00,7.14,9.98,0.82
HOPB,2020-09-19,2020,14:45:00,7.1,10.97,0.92
HOPB,2020-09-19,2020,14:45:00,7.1,10.97,0.92
HOPB,2020-09-19,2020,14:30:00,7.09,10.95,1.62
HOPB,2020-09-19,2020,14:30:00,7.09,10.95,1.62
HOPB,2020-09-19,2020,15:20:00,7.12,11.01,0.95
HOPB,2020-09-19,2020,15:20:00,7.12,11.01,0.95
HOPB,2020-09-19,2020,14:20:00,7.08,10.92,0.89
HOPB,2020-09-19,2020,14:20:00,7.08,10.92,0.89
HOPB,2020-09-19,2020,15:11:00,7.12,11,0.9
HOPB,2020-09-19,2020,15:11:00,7.12,11,0.9
HOPB,2020-09-20,2020,14:51:00,7.09,11.48,0.93
HOPB,2020-09-20,2020,14:51:00,7.09,11.48,0.93
HOPB,2020-09-20,2020,15:07:00,7.1,11.48,0.95
HOPB,2020-09-20,2020,15:07:00,7.1,11.48,0.95
HOPB,2020-09-20,2020,14:30:00,7.08,11.47,0.93
HOPB,2020-09-20,2020,14:30:00,7.08,11.47,0.93
HOPB,2020-09-20,2020,14:20:00,7.08,11.46,0.91
HOPB,2020-09-20,2020,14:20:00,7.08,11.46,0.91
HOPB,2020-09-20,2020,14:56:00,7.1,11.48,0.96
HOPB,2020-09-20,2020,14:56:00,7.1,11.48,0.96
HOPB,2020-09-25,2020,17:28:00,7.12,10.28,0.65
HOPB,2020-09-25,2020,17:11:00,7.11,10.31,0.72
HOPB,2020-09-25,2020,17:11:00,7.11,10.31,0.72
HOPB,2020-09-25,2020,17:28:00,7.12,10.28,0.65
HOPB,2020-09-25,2020,17:53:00,7.13,10.22,0.65
HOPB,2020-09-25,2020,17:53:00,7.13,10.22,0.65
HOPB,2020-09-25,2020,16:45:00,7.1,10.38,0.67
HOPB,2020-09-25,2020,16:45:00,7.1,10.38,0.67
HOPB,2020-09-25,2020,18:08:00,7.13,10.16,0.67
HOPB,2020-09-25,2020,18:08:00,7.13,10.16,0.67
HOPB,2020-09-26,2020,14:55:00,7.02,9.91,0.68
HOPB,2020-09-26,2020,14:55:00,7.02,9.91,0.68
HOPB,2020-09-26,2020,15:41:00,7.05,9.96,0.7
HOPB,2020-09-26,2020,15:41:00,7.05,9.96,0.7
HOPB,2020-09-26,2020,14:35:00,7.01,9.86,0.66
HOPB,2020-09-26,2020,14:35:00,7.01,9.86,0.66
HOPB,2020-09-26,2020,14:20:00,7,9.83,0.67
HOPB,2020-09-26,2020,14:20:00,7,9.83,0.67
HOPB,2020-09-26,2020,15:20:00,7.03,9.94,0.69
HOPB,2020-09-26,2020,15:20:00,7.03,9.94,0.69
HOPB,2020-09-27,2020,16:00:00,7.05,9.75,0.64
HOPB,2020-09-27,2020,15:35:00,7.03,9.77,0.63
HOPB,2020-09-27,2020,15:35:00,7.03,9.77,0.63
HOPB,2020-09-27,2020,16:00:00,7.05,9.75,0.64
HOPB,2020-09-27,2020,16:45:00,7.07,9.78,0.62
HOPB,2020-09-27,2020,16:45:00,7.07,9.78,0.62
HOPB,2020-09-27,2020,15:15:00,7.01,9.7,0.69
HOPB,2020-09-27,2020,15:15:00,7.01,9.7,0.69
HOPB,2020-09-27,2020,16:25:00,7.06,9.77,0.63
HOPB,2020-09-27,2020,16:25:00,7.06,9.77,0.63
